,eta,calorie
1873,17,2326
1874,29,2740
1875,59,2224
1876,46,2073
1877,40,2120
1878,19,2606
1879,37,2209
1880,38,2390
1881,51,2093
1882,69,1865
1883,19,2658
1884,35,2001
1885,23,2659
1886,56,2184
1887,32,2405
1888,22,2685
1889,62,2232
1890,56,2339
1891,25,2351
1892,60,1851
1893,60,1986
1894,61,2077
1895,19,2867
1896,28,2523
1897,49,2316
1898,64,2159
1899,24,2370
1900,22,2762
1901,64,1993
1902,70,2006
1903,33,2153
1904,61,1943
1905,45,2255
1906,36,2030
1907,33,2441
1908,46,2478
1909,32,2053
1910,67,2076
1911,17,2872
1912,61,2158
1913,21,2874
1914,18,2505
1915,37,2300
1916,48,2273
1917,30,2308
1918,40,2406
1919,17,2668
1920,42,2250
1921,64,2176
1922,46,2329
1923,50,2356
1924,55,2182
1925,62,2046
1926,62,2180
1927,49,2464
1928,56,2023
1929,39,2364
1930,70,2115
1931,20,2704
1932,18,2517
1933,30,2279
1934,18,2394
1935,44,2107
1936,59,2199
1937,67,2249
1938,32,2246
1939,47,2347
1940,45,2312
1941,18,2744
1942,19,2602
1943,54,2065
1944,40,2225
1945,18,2627
1946,65,1985
1947,34,2248
1948,58,2341
1949,42,2175
1950,52,2227
1951,52,2093
1952,17,2537
1953,19,2321
1954,33,2175
1955,42,2254
1956,65,1903
1957,32,2540
1958,36,2347
1959,59,2004
1960,46,2381
1961,19,2767
1962,47,2277
1963,48,2369
1964,63,2254
1965,36,2075
1966,65,2153
1967,63,1911
1968,70,2256
1969,50,2101
1970,35,2176
1971,23,2350
1972,66,2050
1973,33,2327
1974,44,2042
1975,42,2029
1976,45,2385
1977,17,2632
1978,59,2415
1979,20,2721
1980,43,2224
1981,65,1961
1982,52,2231
1983,50,2154
1984,47,2116
1985,62,1825
1986,46,2086
1987,28,2802
1988,64,2266
1989,41,2458
1990,17,2646
1991,23,2614
1992,31,2406
1993,61,1858
1994,29,2704
1995,31,2177
1996,49,2118
1997,59,2059
1998,57,2054
1999,56,2426
2000,22,2381
2001,60,2110
2002,22,2371
2003,20,2728
2004,67,2094
2005,56,2075
2006,46,2351
2007,66,2234
2008,41,2115
2009,44,2432
2010,57,2131
2011,19,2849
2012,48,2331
2013,25,2648
2014,46,2476
2015,51,2266
2016,41,2460
2017,26,2462
2018,42,2376
2019,48,2103
2020,52,2148
2021,64,2054
2022,21,2609
2023,53,2115
2024,47,2343
2025,39,2446
2026,36,2345
2027,50,2391
2028,21,2706
2029,55,2397
2030,23,2461
2031,42,2177
2032,66,2012
2033,22,2757
2034,58,2017
2035,39,2421
2036,62,1956
2037,20,2504
2038,22,2734
2039,41,2028
2040,17,2602
2041,45,2208
2042,29,2756
2043,37,2324
2044,31,2593
2045,36,2351
2046,46,2493
2047,23,2383
2048,24,2670
2049,50,2320
2050,60,2224
2051,40,2346
2052,59,2302
2053,36,2294
2054,58,2376
2055,54,2209
2056,24,2784
2057,43,2110
2058,39,2373
2059,69,1959
2060,42,2425
2061,59,2214
2062,24,2803
2063,34,2142
2064,29,2784
2065,56,2240
2066,58,2002
2067,59,2026
2068,67,1892
2069,33,2388
2070,23,2361
2071,36,2143
2072,37,2444
2073,21,2545
2074,34,2512
2075,69,1883
2076,25,2376
2077,54,2203
2078,23,2638
2079,55,2393
2080,27,2334
2081,44,2498
2082,65,2290
2083,57,2385
2084,33,2013
2085,54,2425
2086,57,2414
2087,57,2060
2088,58,2279
2089,59,2039
2090,60,1942
2091,27,2659
2092,54,2258
2093,33,2406
2094,51,2335
2095,57,2033
2096,48,2227
2097,33,2166
2098,40,2133
2099,66,1857
2100,54,2400
2101,23,2456
2102,37,2573
2103,54,2022
2104,51,2123
2105,37,2458
2106,37,2354
2107,24,2397
2108,66,2232
2109,58,2224
2110,65,2262
2111,35,2494
2112,68,2038
2113,26,2445
2114,48,2297
2115,58,2036
2116,65,2114
2117,45,2036
2118,26,2804
2119,21,2454
2120,70,2186
2121,27,2765
2122,25,2497
2123,30,2574
2124,49,2334
2125,27,2747
2126,31,2562
2127,62,2118
2128,60,2182
2129,53,2211
2130,35,2251
2131,39,2258
2132,27,2715
2133,28,2330
2134,60,2256
2135,36,2082
2136,27,2838
2137,20,2514
2138,48,2030
2139,66,2273
2140,37,2078
2141,47,2239
2142,30,2597
2143,58,2497
2144,53,2318
2145,38,2498
2146,47,2005
2147,25,2718
2148,62,1909
2149,65,2167
2150,49,2044
2151,69,2023
2152,28,2393
2153,28,2689
2154,34,2507
2155,41,2414
2156,52,2494
2157,44,2241
2158,25,2857
2159,60,2004
2160,32,2412
2161,60,2213
2162,48,2058
2163,18,2602
2164,30,2271
2165,53,2227
2166,64,2243
2167,36,2304
2168,67,2185
2169,26,2320
2170,23,2565
2171,55,2149
2172,69,1994
2173,41,2238
2174,27,2766
2175,29,2851
2176,62,2181
2177,46,2143
2178,41,2032
2179,27,2330
2180,68,2001
2181,62,2203
2182,69,2183
2183,45,2466
2184,69,1875
2185,41,2443
2186,60,2092
2187,40,2030
2188,67,2162
2189,39,2239
2190,39,2503
2191,47,2399
2192,38,2232
2193,58,2146
2194,36,2108
2195,56,2220
2196,69,2059
2197,69,1897
2198,23,2607
2199,17,2404
2200,24,2385
2201,70,2147
2202,18,2757
2203,63,1991
2204,34,2027
2205,34,2184
2206,56,2477
2207,61,2238
2208,20,2825
2209,57,2117
2210,38,2127
2211,65,2280
2212,46,2414
2213,35,2476
2214,49,2337
2215,49,2173
2216,38,2390
2217,26,2848
2218,39,2556
2219,49,2400
2220,25,2830
2221,37,2563
2222,38,2207
2223,21,2855
2224,27,2474
2225,50,2463
2226,40,2234
2227,18,2667
2228,28,2828
2229,67,2107
2230,18,2575
2231,27,2659
2232,22,2388
2233,59,2035
2234,36,2083
2235,21,2331
2236,68,2125
2237,41,2205
2238,33,2543
2239,31,2165
2240,62,2135
2241,32,2344
2242,39,2149
2243,24,2392
2244,42,2465
2245,53,2078
2246,56,2479
2247,66,2104
2248,58,2324
2249,51,2312
2250,47,2039
2251,65,2228
2252,65,2284
2253,20,2568
2254,56,2160
2255,20,2333
2256,64,2179
2257,17,2461
2258,17,2755
2259,33,2440
2260,40,2277
2261,30,2381
2262,34,2485
2263,24,2666
2264,60,1861
2265,37,2167
2266,46,2367
2267,24,2351
2268,41,2151
2269,46,2492
2270,18,2642
2271,44,2139
2272,59,2467
2273,68,2024
2274,54,2375
2275,48,2486
2276,39,2304
2277,58,2496
2278,58,2285
2279,58,2325
2280,66,1823
2281,29,2568
2282,33,2413
2283,25,2457
2284,22,2404
2285,69,1921
2286,63,2076
2287,49,2410
2288,40,2234
2289,21,2525
2290,47,2350
2291,62,1883
2292,47,2381
2293,70,2240
2294,26,2893
2295,47,2105
2296,66,2063
2297,55,2050
2298,19,2388
2299,35,2488
2300,61,2208
2301,42,2339
2302,24,2432
2303,62,1929
2304,18,2844
2305,54,2147
2306,59,2477
2307,18,2655
2308,33,2549
2309,44,2081
2310,53,2041
2311,44,2205
2312,24,2693
2313,64,2195
2314,39,2190
2315,37,2441
2316,58,2177
2317,49,2221
2318,30,2330
2319,36,2055
2320,22,2657
2321,62,2062
2322,34,2130
2323,39,2018
2324,65,2278
2325,70,2210
2326,66,2234
2327,55,2481
2328,26,2767
2329,27,2793
2330,20,2562
2331,59,2460
2332,19,2640
2333,50,2331
2334,46,2171
2335,68,2114
2336,27,2688
2337,44,2252
2338,32,2289
2339,51,2429
2340,43,2402
2341,21,2307
2342,42,2061
2343,66,2143
2344,68,1931
2345,34,2372
2346,33,2135
2347,39,2079
2348,50,2140
2349,31,2094
2350,52,2135
2351,50,2367
2352,68,1989
2353,62,2181
2354,53,2280
2355,45,2159
2356,40,2187
2357,64,1811
2358,42,2082
2359,50,2043
2360,32,2154
2361,39,2572
2362,20,2427
2363,61,1841
2364,64,1889
2365,34,2359
2366,52,2035
2367,56,2327
2368,68,1988
2369,46,2422
2370,32,2420
2371,31,2016
2372,32,2506
2373,18,2439
2374,61,2204
2375,39,2445
2376,20,2545
2377,51,2069
2378,50,2176
2379,58,2381
2380,55,2420
2381,17,2627
2382,38,2426
2383,43,2035
2384,26,2752
2385,23,2378
2386,56,2129
2387,50,2500
2388,42,2094
2389,26,2693
2390,35,2485
2391,44,2346
2392,29,2523
2393,45,2097
2394,48,2082
2395,19,2745
2396,29,2576
2397,44,2109
2398,63,2001
2399,36,2005
2400,21,2557
2401,26,2656
2402,50,2291
2403,21,2559
2404,37,2430
2405,25,2699
2406,59,2317
2407,51,2211
2408,51,2121
2409,61,1986
2410,23,2769
2411,17,2774
2412,19,2650
2413,56,2040
2414,55,2353
2415,44,2225
2416,26,2741
2417,17,2606
2418,66,2033
2419,19,2341
2420,58,2476
2421,41,2234
2422,33,2501
2423,44,2352
2424,68,2223
2425,29,2616
2426,56,2419
2427,30,2406
2428,27,2338
2429,60,2229
2430,32,2029
2431,66,1859
2432,35,2242
2433,38,2096
2434,58,2225
2435,42,2450
2436,54,2410
2437,52,2322
2438,53,2039
2439,19,2740
2440,47,2436
2441,58,2452
2442,49,2243
2443,27,2493
2444,32,2312
2445,26,2692
2446,59,2007
2447,65,2189
2448,62,1849
2449,49,2079
2450,47,2291
2451,56,2415
2452,30,2548
2453,61,1940
2454,17,2650
2455,34,2442
2456,68,2015
2457,61,1910
2458,42,2200
2459,42,2304
2460,37,2252
2461,21,2300
2462,36,2126
2463,33,2172
2464,67,1899
2465,66,1948
2466,64,1892
2467,51,2500
2468,36,2089
2469,43,2156
2470,23,2726
2471,17,2456
2472,25,2436
2473,17,2863
2474,18,2624
2475,30,2453
2476,42,2215
2477,41,2298
2478,55,2355
2479,43,2456
2480,64,2179
2481,69,2165
2482,55,2072
2483,48,2386
2484,41,2233
2485,47,2385
2486,59,2240
2487,37,2346
2488,18,2765
2489,54,2419
2490,43,2173
2491,25,2589
2492,34,2052
2493,24,2821
2494,52,2246
2495,24,2456
2496,19,2453
2497,59,2146
2498,46,2473
2499,33,2427
2500,28,2674
2501,56,2118
2502,32,2095
2503,55,2203
2504,33,2155
2505,54,2137
2506,46,2307
2507,29,2506
2508,20,2656
2509,54,2250
2510,54,2267
2511,69,2257
2512,44,2327
2513,20,2731
2514,59,2030
2515,44,2212
2516,65,1953
2517,34,2292
2518,32,2290
2519,24,2685
2520,48,2307
2521,34,2243
2522,25,2774
2523,18,2452
2524,57,2351
2525,50,2331
2526,67,2086
2527,67,2262
2528,26,2771
2529,38,2494
2530,29,2469
2531,62,1947
2532,34,2046
2533,26,2379
2534,27,2835
2535,62,1964
2536,61,2262
2537,43,2500
2538,60,1872
2539,44,2249
2540,70,1994
2541,32,2464
2542,32,2556
2543,28,2894
2544,62,2274
2545,51,2490
2546,70,1993
2547,52,2438
2548,54,2133
2549,20,2612
2550,53,2133
2551,21,2691
2552,53,2238
2553,56,2118
2554,54,2068
2555,24,2853
2556,39,2126
2557,56,2191
2558,49,2241
2559,66,2204
2560,39,2387
2561,35,2268
2562,31,2051
2563,17,2328
2564,35,2114
2565,43,2207
2566,26,2517
2567,68,2022
2568,19,2399
2569,48,2092
2570,25,2868
2571,40,2201
2572,56,2235
2573,68,2167
2574,46,2321
2575,34,2236
2576,20,2611
2577,40,2136
2578,31,2042
2579,25,2454
2580,32,2518
2581,23,2382
2582,66,2148
2583,37,2141
2584,53,2199
2585,53,2173
2586,65,1932
2587,19,2692
2588,59,2465
2589,27,2755
2590,35,2579
2591,70,1963
2592,18,2585
2593,39,2137
2594,46,2190
2595,21,2551
2596,26,2480
2597,26,2634
2598,39,2087
2599,63,2217
2600,53,2267
2601,45,2412
2602,51,2306
2603,33,2049
2604,53,2118
2605,62,2161
2606,58,2183
2607,41,2493
2608,31,2151
2609,29,2831
2610,29,2423
2611,53,2239
2612,69,1801
2613,27,2891
2614,34,2043
2615,34,2340
2616,31,2110
2617,47,2482
2618,64,1834
2619,70,2237
2620,33,2047
2621,64,1966
2622,45,2496
2623,19,2803
2624,39,2549
2625,55,2273
2626,46,2296
2627,68,1821
2628,65,2170
2629,63,1915
2630,38,2070
2631,27,2817
2632,66,2294
2633,64,2146
2634,26,2604
2635,58,2001
2636,23,2779
2637,69,2124
2638,27,2453
2639,35,2266
2640,32,2270
2641,53,2094
2642,31,2092
2643,69,1955
2644,60,1933
2645,36,2583
2646,32,2163
2647,40,2451
2648,29,2531
2649,43,2040
2650,40,2016
2651,70,2161
2652,54,2138
2653,17,2857
2654,68,2265
2655,34,2108
2656,70,2230
2657,63,2060
2658,38,2422
2659,66,1946
2660,29,2346
2661,28,2371
2662,42,2138
2663,38,2527
2664,43,2315
2665,41,2093
2666,30,2155
2667,65,1818
2668,69,2041
2669,44,2107
2670,21,2486
2671,43,2413
2672,30,2571
2673,30,2270
2674,34,2189
2675,31,2521
2676,60,1829
2677,37,2296
2678,28,2706
2679,39,2366
2680,41,2261
2681,69,1961
2682,34,2177
2683,33,2313
2684,49,2209
2685,39,2172
2686,63,2034
2687,19,2890
2688,59,2123
2689,66,1815
2690,53,2112
2691,26,2731
2692,64,2141
2693,59,2133
2694,39,2117
2695,45,2410
2696,42,2041
2697,68,2174
2698,20,2809
2699,50,2244
2700,27,2352
2701,48,2431
2702,38,2155
2703,41,2386
2704,24,2321
2705,40,2474
2706,50,2191
2707,67,2296
2708,59,2403
2709,65,2185
2710,34,2507
2711,41,2046
2712,61,2154
2713,60,1889
2714,51,2423
2715,48,2462
2716,36,2267
2717,27,2713
2718,26,2741
2719,51,2493
2720,65,2163
2721,60,1965
2722,24,2462
2723,32,2317
2724,30,2310
2725,17,2408
2726,25,2633
2727,33,2277
2728,69,2187
2729,19,2301
2730,29,2443
2731,42,2228
2732,57,2240
2733,56,2440
2734,61,1909
2735,34,2415
2736,24,2681
2737,46,2488
2738,41,2355
2739,42,2500
2740,54,2030
2741,38,2038
2742,66,2023
2743,59,2340
2744,40,2340
2745,26,2835
2746,65,1850
2747,51,2238
2748,31,2373
2749,60,1991
2750,58,2338
2751,30,2105
2752,56,2240
2753,56,2359
2754,46,2202
2755,59,2166
2756,19,2479
2757,23,2862
2758,31,2206
2759,54,2389
2760,58,2047
2761,68,2056
2762,26,2812
2763,52,2148
2764,49,2390
2765,29,2376
2766,38,2498
2767,38,2417
2768,55,2295
2769,30,2415
2770,30,2374
2771,65,1916
2772,21,2381
2773,57,2376
2774,27,2686
2775,18,2670
2776,37,2509
2777,34,2061
2778,39,2414
2779,37,2152
2780,45,2160
2781,53,2250
2782,46,2459
2783,26,2467
2784,56,2222
2785,25,2653
2786,61,1917
2787,58,2268
2788,68,1937
2789,17,2461
2790,41,2064
2791,46,2155
2792,54,2132
2793,31,2173
2794,66,2064
2795,24,2382
2796,21,2483
2797,34,2592
2798,66,1821
2799,34,2464
2800,50,2428
2801,32,2009
2802,39,2562
2803,24,2383
2804,64,1819
2805,65,2244
2806,26,2363
2807,47,2124
2808,61,2086
2809,68,1871
2810,64,2109
2811,56,2039
2812,29,2676
2813,30,2219
2814,20,2554
2815,40,2274
2816,32,2327
2817,39,2363
2818,19,2399
2819,54,2068
2820,64,2142
2821,54,2319
2822,55,2076
2823,28,2894
2824,56,2054
2825,30,2450
2826,24,2327
2827,70,2150
2828,45,2428
2829,32,2267
2830,33,2211
2831,20,2838
2832,53,2277
2833,25,2751
2834,62,2210
2835,30,2057
2836,66,2253
2837,48,2499
2838,30,2043
2839,57,2205
2840,36,2063
2841,23,2394
2842,26,2313
2843,59,2029
2844,27,2786
2845,41,2219
2846,53,2500
2847,59,2334
2848,48,2388
2849,66,2186
2850,70,2225
2851,40,2333
2852,53,2124
2853,24,2635
2854,37,2524
2855,35,2101
2856,45,2454
2857,34,2045
2858,58,2381
2859,68,2176
2860,46,2072
2861,25,2556
2862,22,2843
2863,29,2503
2864,53,2323
2865,60,2283
2866,61,2268
2867,41,2438
2868,48,2150
2869,37,2268
2870,58,2056
2871,50,2500
2872,48,2423
2873,34,2143
2874,33,2391
2875,19,2347
2876,63,2138
2877,29,2895
2878,20,2837
2879,58,2261
2880,24,2552
2881,23,2482
2882,51,2092
2883,29,2549
2884,45,2259
2885,36,2234
2886,39,2291
2887,61,1807
2888,42,2033
2889,31,2052
2890,17,2713
2891,22,2599
2892,63,2115
2893,33,2566
2894,49,2436
2895,67,2049
2896,50,2325
2897,29,2373
2898,49,2353
2899,69,1860
2900,41,2122
2901,56,2434
2902,44,2148
2903,36,2400
2904,69,2205
2905,63,1818
2906,68,2147
2907,59,2083
2908,20,2735
2909,64,2242
2910,28,2420
2911,68,2294
2912,61,2222
2913,38,2437
2914,59,2205
2915,33,2198
2916,25,2765
2917,45,2092
2918,29,2553
2919,60,2236
2920,19,2311
2921,43,2296
2922,46,2432
2923,30,2464
2924,63,1857
2925,23,2400
2926,24,2652
2927,65,2274
2928,26,2693
2929,36,2485
2930,27,2572
2931,21,2516
2932,40,2199
2933,63,2164
2934,41,2350
2935,47,2104
2936,21,2442
2937,19,2601
2938,51,2077
2939,48,2241
2940,19,2441
2941,27,2856
2942,44,2271
2943,26,2677
2944,27,2531
2945,17,2894
2946,33,2203
2947,23,2801
2948,23,2679
2949,57,2319
2950,26,2851
2951,50,2116
2952,49,2258
2953,68,1944
2954,28,2342
2955,49,2019
2956,24,2558
2957,69,1821
2958,41,2230
2959,28,2405
2960,43,2194
2961,32,2577
2962,43,2477
2963,48,2453
2964,55,2062
2965,23,2347
2966,40,2123
2967,53,2296
2968,54,2376
2969,34,2331
2970,53,2153
2971,32,2116
2972,52,2425
2973,50,2102
2974,42,2142
2975,18,2552
2976,21,2654
2977,54,2071
2978,35,2027
2979,36,2537
2980,49,2403
2981,39,2427
2982,23,2716
2983,38,2388
2984,67,2161
2985,67,2199
2986,32,2007
2987,40,2434
2988,53,2019
2989,44,2265
2990,22,2706
2991,62,2106
2992,40,2454
2993,58,2465
2994,25,2410
2995,62,1863
2996,36,2048
2997,61,2159
2998,70,2025
2999,63,2117
3000,49,2417
3001,50,2279
3002,29,2839
3003,35,2138
3004,48,2364
3005,67,2056
3006,68,1933
3007,18,2700
3008,64,2155
3009,21,2511
3010,43,2340
3011,46,2101
3012,61,2278
3013,46,2216
3014,65,1863
3015,64,2161
3016,37,2361
3017,26,2736
3018,65,2009
3019,65,1944
3020,68,1885
3021,25,2887
3022,41,2059
3023,57,2301
3024,49,2224
3025,51,2035
3026,65,2203
3027,33,2149
3028,30,2239
3029,22,2315
3030,61,1954
3031,28,2573
3032,66,1820
3033,61,1978
3034,36,2523
3035,35,2463
3036,52,2104
3037,24,2389
3038,37,2268
3039,39,2354
3040,38,2264
3041,21,2506
3042,69,1911
3043,40,2425
3044,40,2394
3045,35,2542
3046,42,2201
3047,42,2468
3048,58,2486
3049,55,2067
3050,30,2425
3051,66,2111
3052,35,2119
3053,52,2348
3054,29,2721
3055,66,2065
3056,67,2270
3057,20,2723
3058,32,2300
3059,41,2070
3060,25,2417
3061,26,2467
3062,50,2498
3063,47,2123
3064,49,2271
3065,30,2289
3066,62,2105
3067,33,2172
3068,37,2445
3069,44,2086
3070,39,2369
3071,57,2309
3072,61,1871
3073,54,2025
3074,57,2138
3075,35,2244
3076,43,2058
3077,18,2606
3078,67,2157
3079,42,2087
3080,36,2377
3081,26,2686
3082,41,2003
3083,56,2255
3084,24,2511
3085,60,2157
3086,54,2300
3087,66,1806
3088,21,2772
3089,56,2247
3090,60,1889
3091,17,2318
3092,43,2460
3093,32,2596
3094,17,2787
3095,23,2558
3096,36,2112
3097,65,1930
3098,51,2232
3099,26,2646
3100,32,2221
3101,53,2232
3102,52,2099
3103,57,2078
3104,53,2039
3105,57,2131
3106,41,2010
3107,70,2270
3108,68,2166
3109,24,2877
3110,25,2368
3111,24,2583
3112,25,2519
3113,57,2230
3114,22,2636
3115,34,2277
3116,38,2025
3117,67,1945
3118,61,1970
3119,45,2499
3120,46,2343
3121,37,2178
3122,61,2172
3123,39,2305
3124,35,2070
3125,22,2894
3126,25,2723
3127,56,2003
3128,34,2218
3129,70,1988
3130,65,2010
3131,46,2021
3132,38,2199
3133,36,2299
3134,21,2627
3135,35,2314
3136,70,2041
3137,34,2402
3138,60,2037
3139,60,1909
3140,53,2419
3141,35,2533
3142,42,2019
3143,59,2138
3144,61,1905
3145,30,2005
3146,47,2304
3147,60,1914
3148,21,2655
3149,44,2133
3150,37,2516
3151,44,2129
3152,56,2445
3153,52,2155
3154,53,2119
3155,27,2599
3156,45,2219
3157,31,2556
3158,35,2391
3159,64,1946
3160,24,2379
3161,46,2212
3162,70,2162
3163,51,2369
3164,46,2159
3165,36,2258
3166,30,2344
3167,34,2250
3168,26,2622
3169,50,2498
3170,57,2110
3171,60,2196
3172,34,2598
3173,44,2363
3174,70,2287
3175,29,2642
3176,64,2214
3177,20,2403
3178,55,2052
3179,20,2804
3180,19,2419
3181,55,2042
3182,22,2899
3183,54,2378
3184,59,2319
3185,53,2177
3186,70,1880
3187,36,2422
3188,65,1877
3189,66,2023
3190,36,2242
3191,62,1949
3192,23,2397
3193,39,2549
3194,25,2538
3195,68,1852
3196,28,2464
3197,66,2071
3198,23,2316
3199,46,2094
3200,36,2078
3201,53,2192
3202,52,2006
3203,64,1862
3204,19,2350
3205,46,2378
3206,50,2150
3207,57,2354
3208,29,2574
3209,50,2339
3210,19,2809
3211,39,2328
3212,53,2068
3213,57,2038
3214,28,2828
3215,51,2001
3216,44,2180
3217,64,2101
3218,23,2776
3219,20,2601
3220,46,2184
3221,30,2417
3222,33,2214
3223,32,2497
3224,43,2141
3225,20,2457
3226,58,2373
3227,56,2116
3228,46,2138
3229,21,2534
3230,37,2116
3231,46,2422
3232,27,2356
3233,24,2727
3234,39,2013
3235,27,2693
3236,22,2555
3237,38,2344
3238,44,2030
3239,30,2587
3240,59,2049
3241,25,2537
3242,55,2012
3243,32,2178
3244,54,2312
3245,68,2247
3246,29,2837
3247,39,2518
3248,33,2131
3249,66,2105
3250,28,2599
3251,35,2439
3252,37,2291
3253,54,2260
3254,59,2405
3255,57,2404
3256,20,2431
3257,65,2297
3258,51,2136
3259,46,2106
3260,68,2293
3261,18,2434
3262,53,2266
3263,19,2600
3264,47,2337
3265,28,2474
3266,41,2113
3267,46,2422
3268,40,2123
3269,63,1965
3270,22,2771
3271,61,2182
3272,34,2410
3273,53,2142
3274,18,2430
3275,33,2223
3276,39,2521
3277,44,2083
3278,53,2046
3279,40,2118
3280,31,2242
3281,61,2235
3282,37,2286
3283,27,2804
3284,18,2855
3285,53,2154
3286,50,2157
3287,64,2044
3288,56,2069
3289,55,2219
3290,25,2780
3291,21,2543
3292,65,1915
3293,20,2855
3294,60,2180
3295,36,2385
3296,53,2093
3297,44,2076
3298,24,2668
3299,39,2452
3300,70,2039
3301,41,2215
3302,37,2427
3303,55,2171
3304,65,1913
3305,44,2185
3306,69,2245
3307,62,2160
3308,42,2383
3309,23,2842
3310,64,2095
3311,37,2116
3312,28,2881
3313,58,2136
3314,29,2788
3315,62,2243
3316,66,1833
3317,49,2212
3318,59,2110
3319,33,2078
3320,26,2464
3321,47,2153
3322,34,2506
3323,60,2051
3324,47,2432
3325,57,2406
3326,64,1905
3327,17,2427
3328,33,2423
3329,17,2815
3330,18,2578
3331,34,2276
3332,45,2269
3333,49,2182
3334,19,2699
3335,32,2247
3336,24,2458
3337,42,2036
3338,29,2440
3339,22,2484
3340,51,2110
3341,52,2489
3342,36,2593
3343,70,1848
3344,34,2466
3345,21,2595
3346,47,2389
3347,53,2430
3348,34,2213
3349,65,1867
3350,31,2106
3351,53,2008
3352,37,2283
3353,52,2150
3354,51,2487
3355,55,2381
3356,48,2452
3357,38,2590
3358,54,2208
3359,24,2512
3360,23,2327
3361,37,2084
3362,17,2881
3363,63,1845
3364,52,2426
3365,45,2466
3366,64,2142
3367,51,2453
3368,51,2290
3369,33,2454
3370,64,2151
3371,67,2066
3372,64,2287
3373,54,2364
3374,66,2258
3375,38,2040
3376,52,2084
3377,61,1837
3378,64,2172
3379,60,2034
3380,63,1821
3381,38,2345
3382,44,2294
3383,69,2145
3384,45,2070
3385,26,2484
3386,31,2441
3387,64,2291
3388,61,2203
3389,32,2219
3390,18,2473
3391,37,2284
3392,35,2539
3393,38,2535
3394,25,2475
3395,20,2543
3396,69,1864
3397,25,2509
3398,67,1934
3399,29,2567
3400,62,1945
3401,24,2528
3402,70,2197
3403,55,2200
3404,40,2205
3405,39,2101
3406,63,2082
3407,64,2232
3408,51,2163
3409,58,2003
3410,54,2138
3411,47,2017
3412,69,2047
3413,36,2112
3414,49,2351
3415,40,2268
3416,64,2224
3417,49,2144
3418,28,2561
3419,24,2608
3420,46,2309
3421,57,2441
3422,34,2410
3423,55,2024
3424,42,2171
3425,63,2250
3426,56,2237
3427,65,2276
3428,35,2401
3429,18,2841
3430,40,2234
3431,55,2472
3432,46,2387
3433,32,2230
3434,56,2004
3435,56,2431
3436,17,2608
3437,45,2200
3438,20,2790
3439,70,2180
3440,54,2267
3441,44,2231
3442,29,2392
3443,63,2136
3444,28,2793
3445,57,2066
3446,63,2207
3447,56,2396
3448,24,2605
3449,21,2354
3450,17,2611
3451,41,2189
3452,57,2182
3453,51,2444
3454,33,2324
3455,69,1838
3456,62,2075
3457,34,2489
3458,29,2527
3459,29,2886
3460,54,2214
3461,57,2154
3462,67,1909
3463,46,2467
3464,56,2041
3465,19,2747
3466,23,2522
3467,70,2048
3468,32,2361
3469,41,2197
3470,28,2849
3471,67,2143
3472,45,2205
3473,30,2020
3474,44,2237
3475,70,2163
3476,70,2195
3477,39,2435
3478,31,2441
3479,62,2080
3480,42,2260
3481,60,2074
3482,18,2734
3483,70,2055
3484,19,2389
3485,42,2060
3486,58,2261
3487,44,2237
3488,45,2159
3489,64,2047
3490,47,2096
3491,65,1889
3492,35,2333
3493,61,2217
3494,67,1867
3495,58,2271
3496,17,2492
3497,59,2258
3498,61,2104
3499,33,2299
3500,29,2572
3501,29,2550
3502,48,2137
3503,66,1858
3504,68,1915
3505,65,1805
3506,62,1875
3507,54,2317
3508,31,2125
3509,58,2194
3510,59,2402
3511,59,2132
3512,52,2352
3513,70,2051
3514,30,2354
3515,39,2256
3516,57,2004
3517,45,2387
3518,32,2582
3519,45,2186
3520,49,2304
3521,70,2173
3522,24,2880
3523,25,2443
3524,52,2398
3525,18,2633
3526,55,2344
3527,24,2573
3528,29,2635
3529,26,2688
3530,50,2476
3531,62,1915
3532,21,2523
3533,59,2310
3534,30,2179
3535,60,1910
3536,69,1845
3537,60,2000
3538,58,2327
3539,50,2245
3540,25,2723
3541,45,2102
3542,29,2773
3543,68,2273
3544,20,2359
3545,55,2404
3546,27,2468
3547,39,2343
3548,22,2575
3549,63,2297
3550,17,2857
3551,49,2195
3552,58,2468
3553,64,2152
3554,44,2462
3555,53,2496
3556,58,2280
3557,41,2405
3558,49,2458
3559,23,2781
3560,45,2408
3561,69,2136
3562,46,2428
3563,69,2048
3564,68,2298
3565,41,2353
3566,64,2289
3567,18,2555
3568,59,2315
3569,55,2181
3570,56,2418
3571,23,2418
3572,26,2761
3573,20,2715
3574,30,2593
3575,44,2332
3576,30,2536
3577,65,2073
3578,36,2454
3579,53,2177
3580,55,2405
3581,41,2273
3582,32,2257
3583,51,2201
3584,50,2383
3585,28,2698
3586,47,2258
3587,17,2862
3588,20,2439
3589,52,2498
3590,23,2659
3591,48,2151
3592,66,1858
3593,29,2872
3594,18,2883
3595,59,2375
3596,51,2293
3597,45,2313
3598,28,2815
3599,51,2313
3600,60,2180
3601,55,2115
3602,64,2100
3603,59,2128
3604,34,2301
3605,25,2543
3606,64,2134
3607,32,2214
3608,35,2350
3609,46,2207
3610,63,1806
3611,43,2334
3612,48,2179
3613,49,2108
3614,22,2337
3615,20,2337
3616,39,2322
3617,31,2219
3618,57,2231
3619,18,2843
3620,39,2382
3621,56,2496
