,kg,calories
1514,142,257.02
1515,73,135.05
1516,85,149.6
1517,94,172.95999999999998
1518,71,131.35
1519,51,89.76
1520,116,214.60000000000002
1521,99,182.16
1522,134,238.52
1523,105,192.15
1524,134,238.52
1525,164,291.92
1526,93,166.47
1527,124,226.92000000000002
1528,103,182.31
1529,58,103.82000000000001
1530,130,240.5
1531,168,300.72
1532,52,91.52
1533,138,244.26
1534,91,161.07
1535,113,203.4
1536,153,283.05
1537,133,240.73000000000002
1538,93,172.05
1539,67,122.61
1540,82,149.23999999999998
1541,139,248.81
1542,137,249.33999999999997
1543,88,159.28
1544,138,248.4
1545,170,302.6
1546,121,223.85000000000002
1547,166,292.16
1548,118,218.3
1549,141,248.16
1550,126,221.76
1551,156,285.48
1552,53,92.75
1553,72,131.04
1554,123,226.32
1555,159,283.02
1556,98,178.35999999999999
1557,166,307.1
1558,116,207.64000000000001
1559,160,284.8
1560,98,177.38
1561,120,213.6
1562,72,131.76
1563,116,204.16
1564,110,194.7
1565,130,240.5
1566,127,227.33
1567,116,209.96
1568,123,218.94
1569,130,235.3
1570,160,288.0
1571,146,259.88
1572,55,101.75
1573,56,98.0
1574,124,225.67999999999998
1575,99,173.25
1576,104,185.12
1577,72,128.16
1578,138,241.5
1579,146,255.5
1580,92,161.0
1581,58,106.14
1582,170,302.6
1583,161,281.75
1584,161,283.36
1585,89,162.87
1586,123,225.09
1587,118,217.11999999999998
1588,64,112.0
1589,59,103.84
1590,131,229.25
1591,93,164.61
1592,122,222.04
1593,87,158.33999999999997
1594,107,197.95000000000002
1595,123,223.85999999999999
1596,88,161.04000000000002
1597,167,293.92
1598,98,178.35999999999999
1599,52,91.0
1600,137,241.12
1601,88,159.28
1602,169,307.58
1603,111,198.69
1604,99,175.23
1605,113,206.79000000000002
1606,62,113.46000000000001
1607,80,148.0
1608,104,189.27999999999997
1609,67,122.61
1610,95,171.95000000000002
1611,102,184.62
1612,159,294.15000000000003
1613,148,270.84000000000003
1614,122,225.70000000000002
1615,127,231.14
1616,133,232.75
1617,121,212.96
1618,97,171.69
1619,111,194.25
1620,110,202.39999999999998
1621,109,195.11
1622,155,271.25
1623,82,149.23999999999998
1624,152,272.08
1625,63,110.88
1626,97,172.66
1627,55,101.75
1628,166,293.82
1629,93,166.47
1630,131,229.25
1631,149,271.17999999999995
1632,82,144.32
1633,101,182.81
1634,79,141.41
1635,63,113.4
1636,93,165.54
1637,83,150.23000000000002
1638,150,265.5
1639,85,152.15
1640,151,268.78000000000003
1641,54,99.35999999999999
1642,141,259.44
1643,134,245.22
1644,138,242.88
1645,170,302.6
1646,156,282.36
1647,129,225.75
1648,102,182.58
1649,131,229.25
1650,112,197.12
1651,74,132.46
1652,141,258.03000000000003
1653,169,312.65000000000003
1654,70,123.2
1655,93,165.54
1656,87,154.86
1657,79,140.62
1658,58,106.14
1659,145,261.0
1660,74,133.20000000000002
1661,103,184.37
1662,160,292.8
1663,86,152.22
1664,66,119.46000000000001
1665,74,130.24
1666,160,281.6
1667,66,118.8
1668,85,155.55
1669,110,202.39999999999998
1670,106,185.5
1671,94,166.38
1672,64,117.12
1673,50,90.99999999999999
1674,91,167.44
1675,59,103.84
1676,134,243.87999999999997
1677,136,240.72
1678,87,154.86
1679,69,126.27000000000001
1680,160,294.4
1681,109,192.93
1682,113,197.75
1683,140,254.79999999999998
1684,137,253.45000000000002
1685,90,162.0
1686,124,224.44
1687,100,175.0
1688,115,204.70000000000002
1689,152,272.08
1690,152,281.2
1691,139,244.64000000000001
1692,88,161.04000000000002
1693,133,235.41
1694,140,259.0
1695,115,208.15
1696,62,111.60000000000001
1697,75,132.0
1698,52,96.2
1699,55,100.65
1700,51,89.76
1701,77,139.37
1702,140,245.0
1703,166,290.5
1704,56,102.48
1705,65,113.75
1706,100,181.0
1707,149,274.15999999999997
1708,158,290.71999999999997
1709,158,278.08
1710,158,287.56
1711,155,277.45
1712,57,102.03
1713,75,135.0
1714,165,300.29999999999995
1715,157,287.31
1716,55,99.0
1717,153,283.05
1718,151,277.84
1719,167,303.94
1720,91,163.8
1721,83,147.74
1722,157,281.03000000000003
1723,156,287.03999999999996
1724,93,164.61
1725,102,179.52
1726,74,136.9
1727,105,192.15
1728,60,106.2
1729,163,288.51
1730,135,247.05
1731,67,117.92
1732,66,118.8
1733,89,159.31
1734,157,277.89
1735,160,283.2
1736,107,187.25
1737,147,269.01
1738,106,195.04
1739,164,296.84000000000003
1740,55,96.8
1741,152,270.56
1742,58,102.08
1743,94,171.07999999999998
1744,55,101.75
1745,163,286.88
1746,93,172.05
1747,119,214.20000000000002
1748,160,289.6
1749,66,119.46000000000001
1750,84,152.88
1751,83,146.91
1752,145,262.45
1753,161,281.75
1754,96,173.76
1755,131,238.42
1756,114,206.34
1757,68,121.72
1758,128,236.8
1759,156,288.6
1760,56,98.56
1761,51,90.78
1762,161,296.23999999999995
1763,71,130.64
1764,117,214.11
1765,86,151.36
1766,72,131.04
1767,88,158.4
1768,50,91.5
1769,121,219.01000000000002
1770,61,109.19
1771,76,139.83999999999997
1772,123,215.25
1773,56,103.03999999999999
1774,128,234.24
1775,159,283.02
1776,78,144.3
1777,170,309.4
1778,132,240.23999999999998
1779,103,187.45999999999998
1780,128,234.24
1781,97,176.54
1782,164,290.28000000000003
1783,113,201.14000000000001
1784,72,129.6
1785,164,288.64
1786,74,136.9
1787,55,96.8
1788,142,252.76
1789,127,227.33
1790,127,223.52
1791,133,234.08
1792,102,179.52
1793,92,161.92
1794,164,303.40000000000003
1795,166,302.11999999999995
1796,56,102.48
1797,158,276.5
1798,86,158.23999999999998
1799,91,165.61999999999998
1800,50,88.0
1801,119,213.01
1802,92,164.68
1803,144,252.0
1804,68,122.4
1805,57,104.88
1806,130,237.9
1807,50,88.5
1808,73,132.13
1809,78,136.5
1810,163,293.40000000000003
1811,140,259.0
1812,71,127.8
1813,116,208.8
1814,88,161.92
1815,103,186.43
1816,150,277.5
1817,129,227.04
1818,115,210.45000000000002
1819,79,145.35999999999999
1820,89,159.31
1821,54,98.82000000000001
1822,70,126.7
1823,102,182.58
1824,119,209.44
1825,138,248.4
1826,73,129.94
1827,91,161.98
1828,165,290.4
1829,170,309.4
1830,148,260.48
1831,51,91.8
1832,166,298.8
1833,90,162.0
1834,142,259.86
1835,130,232.70000000000002
1836,115,204.70000000000002
1837,65,114.4
1838,95,171.95000000000002
1839,85,151.3
1840,75,134.25
1841,111,202.01999999999998
1842,74,136.9
1843,162,296.46000000000004
1844,67,118.59
1845,113,205.65999999999997
1846,62,112.83999999999999
1847,122,225.70000000000002
1848,107,197.95000000000002
1849,74,129.5
1850,69,126.27000000000001
1851,111,202.01999999999998
1852,104,184.08
1853,77,140.91
1854,167,300.6
1855,123,222.63
1856,56,99.12
1857,160,289.6
1858,99,177.21
1859,107,197.95000000000002
1860,115,209.29999999999998
1861,61,109.19
1862,83,146.91
1863,69,126.96
1864,84,149.52
1865,99,175.23
1866,156,287.03999999999996
1867,168,294.0
1868,67,121.27000000000001
1869,64,115.2
1870,139,251.59
1871,107,187.25
1872,94,164.5
1873,133,244.71999999999997
1874,54,97.74000000000001
1875,71,131.35
1876,112,203.83999999999997
1877,157,279.46
1878,79,140.62
1879,163,285.25
1880,115,202.4
1881,85,153.0
1882,59,105.02
1883,56,99.12
1884,93,170.19
1885,151,267.27
1886,154,281.82
1887,107,196.88
1888,157,277.89
1889,116,213.44
1890,89,162.87
1891,127,222.25
1892,101,177.76
1893,155,272.8
1894,75,132.0
1895,144,259.2
1896,121,215.38
1897,124,218.24
1898,66,119.46000000000001
1899,114,205.20000000000002
1900,132,244.20000000000002
1901,90,160.2
1902,79,142.20000000000002
1903,82,144.32
1904,50,92.0
1905,97,170.72
1906,102,182.58
1907,70,126.0
1908,51,91.8
1909,153,279.99
1910,104,192.4
1911,159,278.25
1912,129,225.75
1913,169,309.27000000000004
1914,132,238.92000000000002
1915,107,193.67000000000002
1916,134,243.87999999999997
1917,62,109.12
1918,161,286.58
1919,162,286.74
1920,94,169.20000000000002
1921,79,143.78
1922,84,150.36
1923,56,99.68
1924,111,199.8
1925,134,238.52
1926,150,262.5
1927,142,255.6
1928,54,95.04
1929,79,141.41
1930,148,261.96
1931,70,127.39999999999999
1932,57,100.32000000000001
1933,60,105.6
1934,112,199.36
1935,145,256.65
1936,118,210.04
1937,65,116.35000000000001
1938,119,218.95999999999998
1939,65,118.29999999999998
1940,106,191.86
1941,128,236.8
1942,110,202.39999999999998
1943,149,263.73
1944,96,176.64
1945,143,251.68
1946,134,241.20000000000002
1947,116,206.48
1948,89,157.53
1949,54,98.82000000000001
1950,168,305.76
1951,127,227.33
1952,101,181.8
1953,68,123.08
1954,136,250.23999999999998
1955,116,207.64000000000001
1956,92,170.20000000000002
1957,94,170.14000000000001
1958,167,307.28
1959,170,309.4
1960,100,181.0
1961,92,168.36
1962,53,93.28
1963,119,208.25
1964,59,107.97
1965,81,149.85
1966,55,101.19999999999999
1967,58,102.66
1968,146,255.5
1969,69,122.82000000000001
1970,106,193.98000000000002
1971,130,228.8
1972,157,276.32
1973,99,173.25
1974,114,207.48
1975,115,207.0
1976,109,196.20000000000002
1977,132,234.96
1978,76,134.52
1979,137,252.07999999999998
1980,72,129.6
1981,70,129.5
1982,142,248.5
1983,170,307.7
1984,73,133.59
1985,160,283.2
1986,128,235.51999999999998
1987,129,238.65
1988,132,238.92000000000002
1989,166,303.78000000000003
1990,123,220.17000000000002
1991,104,183.04
1992,68,121.72
1993,76,133.0
1994,137,247.97
1995,156,283.91999999999996
1996,157,290.45
1997,79,141.41
1998,100,180.0
1999,152,278.16
2000,72,132.48
2001,124,219.48
2002,160,289.6
2003,108,189.0
2004,103,184.37
2005,105,193.2
2006,125,223.75
2007,91,166.53
2008,122,218.38
2009,94,173.9
2010,107,193.67000000000002
2011,78,141.95999999999998
2012,57,105.45
2013,119,216.57999999999998
2014,99,181.17000000000002
2015,107,192.6
2016,150,274.5
2017,102,180.54
2018,71,126.38
2019,66,121.44
2020,135,241.65
2021,134,243.87999999999997
2022,111,200.91
2023,90,158.4
2024,85,156.39999999999998
2025,170,306.0
2026,159,286.2
2027,107,191.53
2028,121,215.38
2029,84,154.56
2030,78,138.84
2031,107,195.81
2032,93,162.75
2033,80,140.0
2034,167,292.25
2035,86,151.36
2036,96,175.68
2037,64,118.4
2038,119,215.39000000000001
2039,51,90.27
2040,126,221.76
2041,112,206.07999999999998
2042,115,209.29999999999998
2043,156,282.36
2044,154,284.90000000000003
2045,168,295.68
2046,159,290.97
2047,54,99.35999999999999
2048,142,248.5
2049,107,197.95000000000002
2050,142,252.76
2051,154,272.58
2052,128,232.95999999999998
2053,163,285.25
2054,96,171.84
2055,100,179.0
2056,126,230.58
2057,97,169.75
2058,133,243.39000000000001
2059,169,305.89
2060,148,266.40000000000003
2061,57,103.74
2062,89,161.09
2063,137,245.23000000000002
2064,51,90.27
2065,114,200.64000000000001
2066,126,230.58
2067,117,211.77
2068,54,97.74000000000001
2069,121,222.64
2070,70,128.79999999999998
2071,106,185.5
2072,71,127.8
2073,135,249.75
2074,162,294.84
2075,163,293.40000000000003
2076,108,199.8
2077,57,104.88
2078,60,110.39999999999999
2079,121,212.96
2080,74,135.42000000000002
2081,82,146.78
2082,94,169.20000000000002
2083,84,150.36
2084,164,303.40000000000003
2085,85,152.15
2086,72,126.0
2087,111,204.23999999999998
2088,127,226.06
2089,137,243.86
2090,139,247.42000000000002
2091,88,158.4
2092,114,200.64000000000001
2093,151,264.25
2094,64,117.75999999999999
2095,100,178.0
2096,152,278.16
2097,151,279.35
2098,97,179.45000000000002
2099,150,273.0
2100,115,201.25
2101,95,172.89999999999998
2102,108,190.08
2103,92,167.44
2104,153,275.40000000000003
2105,155,283.65000000000003
2106,57,103.17
2107,151,271.8
2108,124,219.48
2109,73,133.59
2110,130,237.9
2111,94,167.32
2112,62,109.74
2113,64,112.0
2114,99,174.24
2115,116,206.48
2116,140,252.0
2117,61,112.85000000000001
2118,87,152.25
2119,123,222.63
2120,80,148.0
2121,99,179.19
2122,110,194.7
2123,145,263.9
2124,72,129.6
2125,62,111.60000000000001
2126,130,240.5
2127,168,302.40000000000003
2128,169,302.51
2129,165,292.05
2130,105,191.1
2131,157,277.89
2132,153,278.46
2133,80,143.2
2134,75,135.0
2135,163,293.40000000000003
2136,153,270.81
2137,94,167.32
2138,170,314.5
2139,60,105.6
2140,99,183.15
2141,120,212.4
2142,68,120.36
2143,115,210.45000000000002
2144,146,259.88
2145,86,154.8
2146,92,163.76
2147,140,245.0
2148,118,213.58
2149,58,103.82000000000001
2150,98,179.34
2151,166,298.8
2152,149,268.2
2153,68,122.4
2154,65,118.29999999999998
2155,51,90.27
2156,59,106.79
2157,128,235.51999999999998
2158,82,146.78
2159,125,220.0
2160,102,185.64
2161,169,310.96
2162,125,229.99999999999997
2163,76,136.04
2164,167,295.59
2165,100,180.0
2166,98,177.38
2167,91,163.8
2168,51,90.78
2169,56,101.36
2170,106,190.8
2171,81,141.75
2172,64,116.47999999999999
2173,110,198.0
2174,84,152.04
2175,66,117.48
2176,123,218.94
2177,120,219.60000000000002
2178,156,280.8
2179,141,256.62
2180,167,308.95
2181,70,123.9
2182,108,192.24
2183,87,156.6
2184,157,279.46
2185,87,155.73
2186,108,199.8
2187,134,237.18
2188,69,125.57999999999998
2189,119,214.20000000000002
2190,108,193.32
2191,150,264.0
2192,85,152.15
2193,123,216.48
2194,165,288.75
2195,104,182.0
2196,142,251.34
2197,82,148.42000000000002
2198,129,236.07000000000002
2199,166,300.46000000000004
2200,132,244.20000000000002
2201,117,216.45000000000002
2202,156,287.03999999999996
2203,152,270.56
2204,86,151.36
2205,149,262.24
2206,142,255.6
2207,142,255.6
2208,96,169.92000000000002
2209,96,177.60000000000002
2210,58,107.30000000000001
2211,128,225.28
2212,169,307.58
2213,59,107.38
2214,67,119.93
2215,169,310.96
2216,52,95.16
2217,156,273.0
2218,119,208.25
2219,62,113.46000000000001
2220,104,189.27999999999997
2221,74,136.16
2222,67,119.93
2223,78,140.4
2224,161,296.23999999999995
2225,152,270.56
2226,130,232.70000000000002
2227,103,188.49
2228,113,206.79000000000002
2229,149,269.69
2230,93,171.11999999999998
2231,85,150.45
2232,77,140.14
2233,136,248.88
2234,99,176.22
2235,102,183.6
2236,75,136.5
2237,110,193.6
2238,150,271.5
2239,93,169.26
2240,158,279.66
2241,91,167.44
2242,105,193.2
2243,105,190.05
2244,96,168.96
2245,102,188.70000000000002
2246,61,112.24
2247,163,295.03000000000003
2248,117,216.45000000000002
2249,98,172.48
2250,143,255.97
2251,64,112.0
2252,155,274.35
2253,127,227.33
2254,149,275.65000000000003
2255,95,167.2
2256,150,271.5
2257,62,114.07999999999998
2258,141,260.85
2259,154,284.90000000000003
2260,135,237.6
2261,106,195.04
2262,122,214.72
2263,155,275.9
2264,170,302.6
2265,121,212.96
2266,130,231.4
2267,122,217.16
2268,108,192.24
2269,168,300.72
2270,86,156.51999999999998
2271,80,140.0
2272,121,221.43
2273,80,146.4
2274,74,130.98
2275,78,137.28
2276,77,136.29
2277,76,133.0
2278,83,145.25
2279,139,252.98
2280,139,248.81
2281,153,279.99
2282,162,299.7
2283,73,127.75
2284,79,140.62
2285,69,124.89
2286,155,272.8
2287,52,91.52
2288,57,104.88
2289,121,220.21999999999997
2290,127,222.25
2291,145,266.79999999999995
2292,116,208.8
2293,162,293.22
2294,101,186.85000000000002
2295,93,172.05
2296,55,100.65
2297,101,184.83
2298,136,248.88
2299,65,115.7
2300,115,205.85
2301,77,139.37
2302,102,183.6
2303,139,247.42000000000002
2304,115,207.0
2305,71,127.8
2306,93,164.61
2307,116,211.11999999999998
2308,130,227.5
2309,51,90.78
2310,126,228.06
2311,138,252.54000000000002
2312,128,230.4
2313,73,135.05
2314,57,105.45
2315,136,250.23999999999998
2316,151,264.25
2317,56,101.36
2318,154,284.90000000000003
2319,95,175.75
2320,165,300.29999999999995
2321,53,96.46
2322,98,174.44
2323,60,106.2
2324,87,160.95000000000002
2325,80,146.4
2326,147,258.72
2327,119,215.39000000000001
2328,74,130.24
2329,83,153.55
2330,71,125.67
2331,144,252.0
2332,64,112.0
2333,55,96.8
2334,80,140.0
2335,126,230.58
2336,67,121.93999999999998
2337,168,294.0
2338,119,213.01
2339,132,242.88
2340,105,192.15
2341,109,190.75
2342,123,225.09
2343,133,240.73000000000002
2344,65,113.75
2345,65,117.65
2346,57,103.74
2347,60,106.8
2348,122,222.04
2349,64,114.56
2350,62,110.36
2351,77,141.67999999999998
2352,100,181.0
2353,147,263.13
2354,160,296.0
2355,149,269.69
2356,158,290.71999999999997
2357,66,119.46000000000001
2358,61,112.24
2359,169,299.13
2360,62,108.5
2361,58,103.82000000000001
2362,118,215.94
2363,54,97.2
2364,99,179.19
2365,123,215.25
2366,103,182.31
2367,68,125.11999999999999
2368,104,190.32
2369,163,299.91999999999996
2370,112,201.6
2371,105,183.75
2372,98,180.32
2373,169,310.96
2374,110,196.9
2375,83,146.91
2376,128,236.8
2377,148,264.92
2378,137,245.23000000000002
2379,121,217.8
2380,51,93.33
2381,100,185.0
2382,82,148.42000000000002
2383,126,231.83999999999997
2384,122,225.70000000000002
2385,56,99.12
2386,138,242.88
2387,117,210.6
2388,74,133.94
2389,135,237.6
2390,83,152.72
2391,78,142.74
2392,132,242.88
2393,114,205.20000000000002
2394,100,178.0
2395,97,174.6
2396,63,114.03
2397,57,104.88
2398,133,242.05999999999997
2399,62,110.98
2400,113,206.79000000000002
2401,57,102.60000000000001
2402,109,198.38
2403,60,106.2
2404,125,222.5
2405,106,191.86
2406,64,112.64
2407,136,242.08
2408,79,144.57
2409,116,212.28
2410,99,179.19
2411,95,168.15
2412,89,163.76
2413,51,91.29
2414,71,128.51
2415,154,284.90000000000003
2416,132,242.88
2417,50,87.5
2418,136,240.72
2419,120,216.0
2420,109,200.55999999999997
2421,169,307.58
2422,165,295.35
2423,116,204.16
2424,128,234.24
2425,51,89.76
2426,85,153.0
2427,160,292.8
2428,53,96.99000000000001
2429,60,109.80000000000001
2430,86,159.1
2431,76,136.8
2432,166,302.11999999999995
2433,107,196.88
2434,58,105.55999999999999
2435,59,103.25
2436,87,160.07999999999998
2437,85,149.6
2438,137,250.71
2439,82,146.78
2440,86,152.22
2441,53,94.87
2442,130,239.2
2443,103,189.51999999999998
2444,158,290.71999999999997
2445,96,169.92000000000002
2446,128,236.8
2447,111,196.47
2448,144,263.52
2449,136,240.72
2450,75,132.75
2451,149,272.67
2452,142,252.76
2453,139,257.15000000000003
2454,138,253.92
2455,89,163.76
2456,92,170.20000000000002
2457,123,227.55
2458,133,234.08
2459,68,122.4
2460,115,208.15
2461,62,110.36
2462,116,205.32
2463,96,169.92000000000002
2464,112,206.07999999999998
2465,125,228.75
2466,113,201.14000000000001
2467,103,187.45999999999998
2468,55,96.8
2469,124,229.4
2470,65,118.95
2471,104,182.0
2472,117,215.27999999999997
2473,146,265.71999999999997
2474,106,195.04
2475,131,237.11
2476,104,183.04
2477,118,213.58
2478,102,186.66
2479,129,229.62
2480,116,211.11999999999998
2481,129,238.65
2482,103,180.25
2483,52,92.56
2484,142,257.02
2485,69,121.44
2486,95,174.79999999999998
2487,168,295.68
2488,140,247.8
2489,96,174.71999999999997
2490,153,269.28000000000003
2491,130,227.5
2492,80,141.6
2493,118,207.68
2494,78,138.84
2495,135,241.65
2496,147,267.53999999999996
2497,168,299.04
2498,82,145.96
2499,86,155.66
2500,96,176.64
2501,98,179.34
2502,150,267.0
2503,57,103.74
2504,77,135.52
2505,96,168.96
2506,147,267.53999999999996
2507,148,270.84000000000003
2508,155,275.9
2509,90,162.9
2510,113,198.88
2511,137,241.12
2512,69,122.82000000000001
2513,120,222.0
2514,58,106.72
2515,134,238.52
2516,137,252.07999999999998
2517,61,108.58
2518,159,289.38
2519,112,200.48000000000002
2520,165,288.75
2521,83,146.08
2522,91,159.25
2523,147,269.01
2524,110,193.6
2525,92,161.92
2526,125,220.0
2527,157,281.03000000000003
2528,159,281.43
2529,129,233.49
2530,129,229.62
2531,107,190.46
2532,116,205.32
2533,87,152.25
2534,94,167.32
2535,67,117.25
2536,159,294.15000000000003
2537,127,227.33
2538,138,245.64000000000001
2539,108,194.4
2540,134,245.22
2541,142,259.86
2542,155,277.45
2543,72,129.6
2544,76,139.08
2545,158,279.66
2546,164,301.76
2547,52,94.12
2548,74,131.72
2549,50,90.0
2550,50,90.5
2551,165,290.4
2552,74,132.46
2553,161,296.23999999999995
2554,71,128.51
2555,82,150.06
2556,161,286.58
2557,131,242.35000000000002
2558,159,286.2
2559,152,279.67999999999995
2560,137,246.6
2561,58,107.30000000000001
2562,118,217.11999999999998
2563,144,264.96
2564,119,216.57999999999998
2565,139,248.81
2566,141,259.44
2567,62,112.83999999999999
2568,71,125.67
2569,78,136.5
2570,85,157.25
2571,69,120.75
2572,134,241.20000000000002
2573,121,219.01000000000002
2574,148,260.48
2575,106,186.56
2576,153,275.40000000000003
2577,56,99.12
2578,120,213.6
2579,145,261.0
2580,114,209.76
2581,146,267.18
2582,62,113.46000000000001
2583,158,287.56
2584,126,233.10000000000002
2585,66,117.48
2586,76,136.04
2587,134,238.52
2588,71,130.64
2589,68,123.75999999999999
2590,139,251.59
2591,59,103.25
2592,135,248.39999999999998
2593,130,235.3
2594,149,274.15999999999997
2595,170,300.9
2596,142,255.6
2597,114,204.06
2598,88,162.8
2599,54,98.27999999999999
2600,73,128.48
2601,125,228.75
2602,90,163.79999999999998
2603,77,139.37
2604,64,113.92
2605,140,246.4
2606,78,140.4
2607,134,237.18
2608,158,276.5
2609,123,222.63
2610,50,90.0
2611,120,222.0
2612,56,98.56
2613,95,170.05
2614,74,129.5
2615,67,122.61
2616,67,117.25
2617,122,215.94
2618,134,234.5
2619,94,164.5
2620,90,165.6
2621,51,90.78
2622,147,267.53999999999996
2623,142,258.44
2624,143,264.55
2625,141,255.21
2626,146,268.64
2627,56,101.36
2628,62,114.7
2629,166,297.14
2630,64,117.75999999999999
2631,148,263.44
2632,129,232.20000000000002
2633,60,107.4
2634,102,179.52
2635,161,297.85
2636,118,211.22
2637,99,174.24
2638,55,96.8
2639,84,154.56
2640,136,244.8
2641,117,214.11
2642,97,171.69
2643,112,206.07999999999998
2644,59,105.61
2645,133,238.07
2646,145,261.0
2647,116,205.32
2648,76,133.0
2649,168,305.76
2650,140,257.59999999999997
2651,166,305.44
2652,107,195.81
2653,154,272.58
2654,113,197.75
2655,123,226.32
2656,63,111.51
2657,116,214.60000000000002
2658,53,97.52
2659,67,117.92
2660,158,287.56
2661,55,99.55
2662,137,246.6
2663,107,193.67000000000002
2664,157,276.32
2665,164,301.76
2666,92,166.52
2667,130,232.70000000000002
2668,144,264.96
2669,154,269.5
2670,169,302.51
2671,107,190.46
2672,136,247.51999999999998
2673,102,184.62
2674,115,205.85
2675,159,287.79
2676,120,216.0
2677,77,142.45000000000002
2678,59,103.25
2679,62,114.07999999999998
2680,59,106.2
2681,168,309.12
2682,153,275.40000000000003
2683,112,198.24
2684,121,220.21999999999997
2685,89,162.87
2686,95,173.85
2687,79,139.04
2688,69,122.82000000000001
2689,54,94.5
2690,112,202.72
2691,127,231.14
2692,138,244.26
2693,100,180.0
2694,145,262.45
2695,74,130.98
2696,72,129.6
2697,120,217.20000000000002
2698,149,274.15999999999997
2699,123,215.25
2700,96,174.71999999999997
2701,149,260.75
2702,78,141.95999999999998
2703,134,238.52
2704,74,136.16
2705,98,172.48
2706,51,93.83999999999999
2707,154,269.5
2708,170,302.6
2709,102,186.66
2710,105,192.15
2711,124,220.72
2712,80,141.6
2713,170,299.2
2714,154,280.28
2715,168,307.44
2716,94,171.07999999999998
2717,64,115.2
2718,163,296.65999999999997
2719,133,243.39000000000001
2720,136,243.44
2721,75,138.75
2722,155,277.45
2723,145,266.79999999999995
2724,93,164.61
2725,83,152.72
2726,158,290.71999999999997
2727,86,152.22
2728,162,289.98
2729,86,157.38
2730,113,205.65999999999997
2731,130,234.0
2732,58,102.66
2733,76,140.6
2734,138,247.02
2735,52,95.16
2736,52,95.16
2737,135,236.25
2738,140,256.2
2739,84,154.56
2740,165,300.29999999999995
2741,127,226.06
2742,140,245.0
2743,57,99.75
2744,159,278.25
2745,164,300.12
2746,158,281.24
2747,131,241.04
2748,160,292.8
2749,62,110.36
2750,121,219.01000000000002
2751,131,230.56
2752,132,233.64000000000001
2753,118,218.3
2754,97,174.6
2755,134,239.86
2756,129,229.62
2757,123,226.32
2758,54,99.9
2759,144,252.0
2760,165,292.05
2761,122,214.72
2762,153,283.05
2763,131,239.73000000000002
2764,146,268.64
2765,84,147.84
2766,103,185.4
2767,137,245.23000000000002
2768,153,269.28000000000003
2769,78,137.28
2770,112,198.24
2771,50,90.99999999999999
2772,157,288.88
2773,79,138.25
2774,153,272.34000000000003
2775,50,92.5
2776,91,159.25
2777,78,136.5
2778,73,131.4
2779,53,94.87
2780,124,229.4
2781,101,176.75
2782,54,94.5
2783,102,178.5
2784,168,304.08
2785,123,220.17000000000002
2786,120,217.20000000000002
2787,150,277.5
2788,131,241.04
2789,97,177.51000000000002
2790,123,221.4
2791,68,123.75999999999999
2792,52,95.67999999999999
2793,145,259.55
2794,148,267.88
2795,153,278.46
2796,158,278.08
2797,97,171.69
2798,113,198.88
2799,82,149.23999999999998
2800,164,288.64
2801,90,158.4
2802,167,292.25
2803,61,112.24
2804,110,199.1
2805,127,223.52
2806,52,93.08
2807,97,176.54
2808,101,180.79
2809,66,121.44
2810,81,145.8
2811,143,263.12
2812,66,117.48
2813,126,228.06
2814,83,151.89000000000001
2815,71,129.93
2816,107,190.46
2817,62,110.98
2818,127,233.67999999999998
2819,159,278.25
2820,121,221.43
2821,79,138.25
2822,156,280.8
2823,53,94.87
2824,117,210.6
2825,167,295.59
2826,144,257.76
2827,100,178.0
2828,114,210.9
2829,95,171.0
2830,103,185.4
2831,145,259.55
2832,143,250.25
2833,149,269.69
2834,65,113.75
2835,109,190.75
2836,55,97.9
2837,71,131.35
2838,159,290.97
2839,133,239.4
2840,87,152.25
2841,70,129.5
2842,69,127.65
2843,81,144.18
2844,83,152.72
2845,100,181.0
2846,63,110.88
2847,99,179.19
2848,161,283.36
2849,123,221.4
2850,87,154.86
2851,77,137.83
2852,133,242.05999999999997
2853,134,243.87999999999997
2854,168,305.76
2855,94,164.5
2856,131,237.11
2857,122,215.94
2858,113,198.88
2859,139,252.98
2860,157,281.03000000000003
2861,103,187.45999999999998
2862,60,105.6
2863,78,141.18
2864,120,219.60000000000002
2865,58,106.72
2866,87,158.33999999999997
2867,105,191.1
2868,170,306.0
2869,53,98.05000000000001
2870,54,96.66
2871,87,159.21
2872,77,140.91
2873,134,237.18
2874,96,173.76
2875,169,307.58
2876,87,158.33999999999997
2877,108,199.8
2878,107,187.25
2879,144,259.2
2880,119,215.39000000000001
2881,166,295.48
2882,132,234.96
2883,114,206.34
2884,138,249.78
2885,117,212.93999999999997
2886,101,182.81
2887,78,139.62
2888,70,122.5
2889,119,208.25
2890,77,140.14
2891,96,172.8
2892,80,144.8
2893,53,97.52
2894,152,270.56
2895,118,211.22
2896,67,123.27999999999999
2897,79,142.20000000000002
2898,162,283.5
2899,86,150.5
2900,136,247.51999999999998
2901,131,235.8
2902,69,121.44
2903,77,137.83
2904,50,91.5
2905,64,118.4
2906,107,194.73999999999998
2907,137,245.23000000000002
2908,76,134.52
2909,119,214.20000000000002
2910,132,242.88
2911,55,97.9
2912,57,101.46000000000001
2913,76,133.76
2914,79,144.57
2915,150,273.0
2916,85,148.75
2917,148,272.32
2918,162,289.98
2919,82,146.78
2920,84,155.4
2921,154,272.58
2922,92,165.6
2923,160,288.0
2924,112,204.96
2925,167,292.25
2926,59,107.97
